UBIGEO,DEPARTAMENTO,PROVINCIA,Distrito,Zona,Latitud,Longitud,cobertura_cell,Educ_sec_comp,esp_vid_nacer,Ing_fam_p_cap,NBS_2017,No_Pobreza,Tasa_docen_pub,DepaProvDis,cobertura_cell_std,Educ_sec_comp_std,esp_vid_nacer_std,Ing_fam_p_cap_std,NBS_2017_std,No_Pobreza_std,Tasa_docen_pub_std,cobertura_cell_decil,Educ_sec_comp_decil,esp_vid_nacer_decil,Ing_fam_p_cap_decil,NBS_2017_decil,No_Pobreza_decil,Tasa_docen_pub_decil
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,X,-6.5939,-77.8053,51.89873417721519,50.26326274986194,69.29510898017024,752.3181038375416,74.4,60.769118,192.69776876267747,AMAZONAS+CHACHAPOYAS+MARISCAL CASTILLA,0.21297488899422015,-0.3501835691143708,-0.8387569594956561,0.4480265769749286,0.7103180376524881,-0.30110776905021525,0.1775717679516198,6,5,6,4,8,6,2
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,X,-6.2056,-77.6683,6.451612903225808,53.63825401364164,70.27566358477007,529.8481932967343,62.2,64.345696,185.45454545454547,AMAZONAS+CHACHAPOYAS+MOLINOPAMPA,-1.2767321799821607,-0.1355430725540728,-0.6512009528120632,-0.1614694545337708,0.0433696719266501,-0.08947965842356949,0.2515473260469597,1,6,6,3,7,6,2
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,X,-6.6133,-77.8025,55.0,42.60409890226393,71.25949141385368,737.6623414929259,79.2,61.355511,227.27272727272728,AMAZONAS+CHACHAPOYAS+MONTEVIDEO,0.31463100030487257,-0.8372860837573318,-0.46301885869766696,0.4078744999319551,0.9727239520364241,-0.26641056891234866,-0.1755447580890189,6,4,7,4,8,6,3
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,X,-6.0239,-77.6761,0.0,53.25512362782992,71.93832959195329,435.89541196081825,15.700000000000003,52.0918,110.19283746556474,AMAZONAS+CHACHAPOYAS+OLLEROS,-1.4882090145717999,-0.15990914933196368,-0.3331737921695377,-0.41886986987192326,-2.498687623667732,-0.8145495040400804,1.0202005367580886,1,6,7,2,2,5,1
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,X,-6.085,-77.66,5.128205128205138,52.071676436100354,73.32243829290016,494.98085291024677,15.0,52.880798,120.48192771084338,AMAZONAS+CHACHAPOYAS+QUINJALCA,-1.3201120434877274,-0.23517325315700513,-0.06842780092353971,-0.25699475745301215,-2.536955152848723,-0.7678640533024754,0.9151173216191507,1,6,7,3,2,5,2
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,X,-6.2333,-77.7392,42.10526315789473,55.570563785561646,71.22268398592,831.2588258889177,74.7,70.295906,256.4102564102564,AMAZONAS+CHACHAPOYAS+SAN FRANCISCO DE DAGUAS,-0.10804440988152443,-0.012653294022101544,-0.4700592154173753,0.6642987762030554,0.726718407301484,0.2625975785699399,-0.4731284287523261,5,6,6,4,8,7,3
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,X,-6.3533,-77.8439,52.525252525252526,38.234447732800966,69.79649622038562,426.209374114065,70.5,56.629885,241.8207681365576,AMAZONAS+CHACHAPOYAS+SAN ISIDRO DE MAINO,0.23351147713778633,-1.1151843132651746,-0.7428538979672455,-0.44540649954147266,0.49711323221553966,-0.5460284891445236,-0.324124940738835,6,4,6,2,8,5,3
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,X,-6.2619,-77.7453,53.84615384615385,36.31031156442948,74.39712355122938,481.7886705570554,67.4,58.937636,168.97081413210446,AMAZONAS+CHACHAPOYAS+SOLOCO,0.2768091818109564,-1.2375542722814128,0.13713308732114302,-0.2931370958558244,0.32764274584258113,-0.4094775782104545,0.4198968539018015,6,4,7,3,7,5,2
10121,AMAZONAS,CHACHAPOYAS,SONCHE,X,-6.2183,-77.7753,46.666666666666664,34.083279121811145,74.25363556129022,641.3081270198046,33.2,44.149798,137.61467889908258,AMAZONAS+CHACHAPOYAS+SONCHE,0.04147342229325548,-1.379187631297626,0.10968735989933626,0.14389492985102412,-1.5419993941429644,-1.2844821821063885,0.7401393074199102,5,3,7,3,4,4,2
10201,AMAZONAS,BAGUA,BAGUA,X,-5.6389,-78.5319,55.172413793103445,70.79550120563063,73.02563696239686,1074.01502532359,74.6,83.787165,214.63339848990074,AMAZONAS+BAGUA+BAGUA,0.32028253640166454,0.9556123613631247,-0.1251986039634113,1.329372717303181,0.7212516174184849,1.060882881489302,-0.04645838854269339,6,8,7,6,8,9,2
10202,AMAZONAS,BAGUA,ARAMANGO,X,-5.4156,-78.4361,27.58620689655173,37.54588506902197,73.24213443641177,535.8061543006487,37.1,61.474193,268.73857404021936,AMAZONAS+BAGUA+ARAMANGO,-0.5839632390850674,-1.1589750731561763,-0.08378795585382068,-0.14514655684867764,-1.3287945887060164,-0.25938808892578286,-0.5990384191331593,3,4,7,3,4,6,3
10203,AMAZONAS,BAGUA,COPALLIN,X,-5.6733,-78.4228,80.0,52.57136106354846,74.21915204632617,859.4187304174368,54.6,75.469742,151.92277259059978,AMAZONAS+BAGUA+COPALLIN,1.1341037343397238,-0.20339463562100155,0.10309151063940554,0.7414478612908925,-0.37210635918124896,0.5687363339311036,0.5940097224156662,8,6,7,5,6,7,2
10204,AMAZONAS,BAGUA,EL PARCO,X,-5.6247,-78.4764,100.0,70.21540936820999,74.33305778713057,801.145916304229,40.1,64.750412,140.75067024128688,AMAZONAS+BAGUA+EL PARCO,1.7896819215676045,0.9187200584493981,0.12487888054556996,0.5817990851462665,-1.1647908922160564,-0.06553238747900403,0.7081112033766087,10,8,7,4,5,6,2
10205,AMAZONAS,BAGUA,IMAZA,ZG,-5.16,-78.2903,11.949685534591197,31.29571856943457,73.06586348789934,309.13989064421236,11.599999999999994,46.05031000000001,419.76729844180403,AMAZONAS+BAGUA+IMAZA,-1.0965113555362735,-1.556469092015819,-0.11750425787538375,-0.7661392467799367,-2.722826008870678,-1.1720278294309345,-2.1415055916544254,2,3,7,2,2,4,4
10206,AMAZONAS,BAGUA,LA PECA,X,-5.6092,-78.4344,74.28571428571429,48.50599098130371,71.50711585190133,960.8637998891598,57.6,65.238334,247.26640159045726,AMAZONAS+BAGUA+LA PECA,0.9467956808460436,-0.4619413946953233,-0.41565438706129126,1.0193747373742001,-0.20810266269128885,-0.03666177121027632,-0.37974158498651495,8,5,7,5,6,6,3
10301,AMAZONAS,BONGARA,JUMBILLA,X,-5.9006,-77.7958,25.80645161290323,42.20926025608978,70.16858166418757,759.009687046202,77.3,70.45232200000001,221.08843537414967,AMAZONAS+BONGARA+JUMBILLA,-0.6423016762132436,-0.8623967748531969,-0.6716830935498144,0.46635936364380554,0.8688549442594491,0.2718528003354876,-0.11238414227476592,3,4,6,4,8,7,2
10302,AMAZONAS,BONGARA,CHISQUILLA,X,-5.9003,-77.7839,18.91891891891892,77.51764145443788,71.54189779859567,797.7511453256975,40.2,57.75816999999999,89.55223880597015,AMAZONAS+BONGARA+CHISQUILLA,-0.8680674861129936,1.3831226593708565,-0.4090014551428961,0.5724985040732306,-1.1593241023330576,-0.4792672378036098,1.231004448264058,2,9,7,4,5,5,1
10303,AMAZONAS,BONGARA,CHURUJA,X,-6.0192,-77.9517,77.77777777777777,80.4990892026855,64.3844584280216,950.3463607324894,63.8,79.21305,148.6988847583643,AMAZONAS+BONGARA+CHURUJA,1.0612617135366256,1.5727348317104592,-1.7780437707135308,0.9905603354083713,0.13083831005462854,0.7902299514430401,0.6269355196030375,8,9,5,5,7,8,2
10304,AMAZONAS,BONGARA,COROSHA,X,-5.8294,-77.84,86.66666666666667,41.841334500830875,73.30360352229191,669.1598088661374,16.200000000000003,45.203632,191.20458891013385,AMAZONAS+BONGARA+COROSHA,1.3526297967490175,-0.8857958774386216,-0.07203042982917493,0.22019958388228883,-2.4713536742527387,-1.2221262378674762,0.19282172066322803,9,4,7,4,2,4,2
10305,AMAZONAS,BONGARA,CUISPES,X,-5.9236,-77.9392,65.38461538461539,37.441436838458365,67.59690438348588,354.42397951957685,58.9,54.168411,66.74082313681869,AMAZONAS+BONGARA+CUISPES,0.6550273667501185,-1.1656177037056579,-1.1635817792371588,-0.642075401952889,-0.13703439421230626,-0.691675275535485,1.4639790692695582,7,4,5,2,6,5,1
10306,AMAZONAS,BONGARA,FLORIDA,X,-5.8336,-77.9714,32.653061224489804,38.10741197550097,71.89133744479778,486.65522857456045,49.1,66.317786,144.29181576820963,AMAZONAS+BONGARA+FLORIDA,-0.4178772803221981,-1.123263450630777,-0.3421622354695123,-0.27980429147088226,-0.6727798027461759,0.02721000434506022,0.6719452306449901,4,4,7,3,5,6,2
10307,AMAZONAS,BONGARA,JAZAN,X,-5.9419,-77.9806,91.83673469387755,57.66827407288429,71.69287937486317,919.4305052280898,74.8,77.287099,222.48368809498342,AMAZONAS+BONGARA+JAZAN,1.522098988005204,0.12075551877770736,-0.3801223887505837,0.9058608306761501,0.7321851971844824,0.6762703589807764,-0.12663395818087486,10,6,7,5,8,8,2
10308,AMAZONAS,BONGARA,RECTA,X,-5.9194,-77.7861,21.42857142857143,26.833029734228496,68.9394876750971,473.3343445691657,35.599999999999994,61.309295,49.75124378109452,AMAZONAS+BONGARA+RECTA,-0.7858038139704988,-1.8402842704023823,-0.906778578646939,-0.3162992310235574,-1.4107964369509969,-0.2691451953515655,1.6374948592954892,3,2,6,3,4,6,1
10309,AMAZONAS,BONGARA,SAN CARLOS,X,-5.9636,-77.9447,68.18181818181819,46.95780203489987,69.17751252092667,431.2339278967351,50.3,71.0409,96.7741935483871,AMAZONAS+BONGARA+SAN CARLOS,0.746716623705067,-0.5604021071100667,-0.8612502731697634,-0.4316408375551173,-0.607178324150192,0.30667928813930634,1.1572461075527096,7,5,6,2,6,7,1
10310,AMAZONAS,BONGARA,SHIPASBAMBA,X,-5.8744,-78.0692,31.25,49.33277516355053,72.0241280187113,487.5654184493693,51.7,64.136852,131.94062671797693,AMAZONAS+BONGARA+SHIPASBAMBA,-0.46386809702823595,-0.40936011268426553,-0.31676266093117783,-0.27731066383707403,-0.5306432657882103,-0.10183707412531316,0.7980888084781097,4,5,7,3,6,6,2
10311,AMAZONAS,BONGARA,VALERA,X,-6.0425,-77.9139,90.0,46.30012973749231,67.0781137887025,734.6351739124079,69.0,79.21305,70.2576112412178,AMAZONAS+BONGARA+VALERA,1.461892827953664,-0.6022283215967434,-1.2628136749481444,0.39958103398614564,0.4151113839705596,0.7902299514430401,1.428061860637609,9,5,5,4,7,8,1
10312,AMAZONAS,BONGARA,YAMBRASBAMBA,X,-5.6908,-77.9772,30.909090909090907,35.146537687150676,70.76942119555912,540.5432655816392,33.0,56.140721,178.2762691853601,AMAZONAS+BONGARA+YAMBRASBAMBA,-0.4750427252196204,-1.3115672054655063,-0.5567572519566492,-0.13216839490506876,-1.552932973908962,-0.5749725952444249,0.32485957538481275,4,3,6,3,4,5,2
10401,AMAZONAS,CONDORCANQUI,NIEVA,ZG,-4.5947,-77.8672,7.913669064748191,33.66065649094236,66.03882361130101,331.1743665720801,14.299999999999997,48.593737999999995,289.93941053640503,AMAZONAS+CONDORCANQUI+NIEVA,-1.228807573582351,-1.4060653101588465,-1.4616043537583825,-0.705771866751949,-2.5752226820297137,-1.0215317792525505,-0.8155640797644693,1,3,5,2,2,4,3
10402,AMAZONAS,CONDORCANQUI,EL CENEPA,ZG,-4.4503,-78.1592,2.4691358024691397,34.45140692321352,70.04706755963505,166.5953670474873,8.900000000000006,37.087619000000004,355.50935550935554,AMAZONAS+CONDORCANQUI+EL CENEPA,-1.407273435901691,-1.3557756791131435,-0.6949257565271645,-1.1566654138211456,-2.8704293357116413,-1.7023552436409535,-1.485234621083964,1,3,6,1,1,3,4
10403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ZG,-4.0106,-77.7658,5.4054054054054035,33.95593899351361,64.36874405218774,121.65347819440429,5.799999999999997,40.127665,306.72318379842227,AMAZONAS+CONDORCANQUI+RIO SANTIAGO,-1.3110257207264266,-1.3872861258517197,-1.781049544757219,-1.2797917406033676,-3.0398998220846005,-1.5224740300345145,-0.9869779574243546,1,3,5,1,1,3,3
10501,AMAZONAS,LUYA,LAMUD,X,-6.1308,-77.9503,90.625,52.23888778711162,71.71404400178844,811.135646400835,87.8,69.048614,453.75218150087255,AMAZONAS+LUYA+LAMUD,1.4823796463045353,-0.22453905454536705,-0.37607411556882486,0.6091677339443139,1.4428678819743095,0.18879461681159712,-2.4885956348782643,10,6,7,4,9,7,5
10502,AMAZONAS,LUYA,CAMPORREDONDO,X,-6.2136,-78.3186,80.48780487804878,27.961453777333638,69.65739034030928,517.6068604540246,73.1,49.793282000000005,232.786425466274,AMAZONAS+LUYA+CAMPORREDONDO,1.1500934462233303,-1.7685194929518424,-0.769461435427103,-0.1950067709729756,0.6392497691735047,-0.9505540932259824,-0.2318565523945954,9,3,6,3,8,4,3
10503,AMAZONAS,LUYA,COCABAMBA,X,-6.6297,-78.0303,3.296703296703299,23.28563096955385,68.55408075164151,319.96061978190625,72.1,44.02077700000001,226.4600715137068,AMAZONAS+LUYA+COCABAMBA,-1.3801466760177534,-2.065889426930827,-0.9804974548547967,-0.7364939277728738,0.584581870343518,-1.29211642647661,-0.16724504665454756,1,2,6,2,8,4,3
10504,AMAZONAS,LUYA,COLCAMAR,X,-6.3175,-78.0019,35.0,26.613018676018307,72.52753499787029,309.3606876112909,85.2,57.679508,181.17543084401237,AMAZONAS+LUYA+COLCAMAR,-0.3409471869230083,-1.8542763904086739,-0.22047327296155636,-0.7655343340756685,1.3007313450163445,-0.4839217121190342,0.2952502298512255,4,2,7,2,9,5,2
10505,AMAZONAS,LUYA,CONILA,X,-6.1592,-78.1419,14.285714285714292,55.173656763915645,75.9711015064255,372.4570055161621,82.6,50.35772800000001,177.62842054728756,AMAZONAS+LUYA+CONILA,-1.019938880837599,-0.037895528314275215,0.4381964024080844,-0.5926707082831092,1.1585948080583786,-0.9171555092916271,0.33147609989661614,2,6,8,2,9,4,2
10506,AMAZONAS,LUYA,INGUILPATA,X,-6.2428,-77.9561,60.0,55.76061055927646,73.72680405658056,383.7575629263043,80.5,59.803752,170.35775127768312,AMAZONAS+LUYA+INGUILPATA,0.4785255471118428,-0.0005668230680563085,0.008917435659596759,-0.561710814072811,1.0437922205154067,-0.35822901249666084,0.4057319655609781,6,6,7,2,9,6,2
10507,AMAZONAS,LUYA,LONGUITA,X,-6.4147,-77.9681,4.545454545454547,28.67688543048503,71.41882507038568,277.16293964606837,82.0,43.24870899999999,189.49181739879413,AMAZONAS+LUYA+LONGUITA,-1.3392139720200087,-1.7230199365721335,-0.4325422445353862,-0.85374581202617,1.125794068760387,-1.3378001196926665,0.2103143787038692,1,3,7,2,9,4,2
10508,AMAZONAS,LUYA,LONYA CHICO,X,-6.2328,-77.9564,72.72727272727273,33.85945508659679,73.62043848193083,473.30032853855744,66.2,53.300475000000006,176.89906347554628,AMAZONAS+LUYA+LONYA CHICO,0.8957116662568582,-1.3934222465323736,-0.011427685699606128,-0.3163924240113777,0.26204126724659693,-0.7430315316621086,0.3389250758756211,8,3,7,3,7,5,2
10509,AMAZONAS,LUYA,LUYA,X,-6.165,-77.9469,100.0,45.5282510958216,74.21980286210082,524.0536540860535,84.6,69.715499,223.9819004524887,AMAZONAS+LUYA+LUYA,1.7896819215676045,-0.6513177567933686,0.10321599570857667,-0.17734462904499385,1.267930605718352,0.22825457338328353,-0.14193530822586897,10,5,7,3,9,7,2
10510,AMAZONAS,LUYA,LUYA VIEJO,X,-6.1275,-78.0847,40.0,33.45636633556587,78.16122176337115,338.29224041009655,78.6,45.56163199999999,122.69938650306749,AMAZONAS+LUYA+LUYA VIEJO,-0.17705264011603808,-1.4190576224243554,0.8571126031200348,-0.6862711808097264,0.9399232127384317,-1.200943178640378,0.8924702562547527,4,3,9,2,8,4,2
10511,AMAZONAS,LUYA,MARIA,X,-6.4517,-77.9733,78.94736842105263,18.06643782120557,70.27811162200655,385.691516857735,78.6,48.129806,179.8941798941799,AMAZONAS+LUYA+MARIA,1.0995996192224669,-2.397816273980201,-0.6507327034293849,-0.5564124020607675,0.9399232127384317,-1.0489828938708363,0.30833573751017473,8,1,6,2,8,4,2
10512,AMAZONAS,LUYA,OCALLI,X,-6.2347,-78.2667,70.17543859649123,29.610806986650253,68.42424106590248,468.6191979822818,80.6,54.60342,190.18548955153793,AMAZONAS+LUYA+OCALLI,0.8120653265786596,-1.6636250016237168,-1.0053325969794957,-0.3292172167668941,1.0492590103984052,-0.6659355509228563,0.20322985535681085,8,3,6,3,9,5,2
10513,AMAZONAS,LUYA,OCUMAL,X,-6.3061,-78.2294,31.25,38.70890166469908,68.99929865360521,303.3910547141087,73.2,47.757221,250.3576537911302,AMAZONAS+LUYA+OCUMAL,-0.46386809702823595,-1.0850103010742371,-0.8953382078280211,-0.7818892089958387,0.6447165590565039,-1.0710289556644919,-0.4113127649750554,4,4,6,2,8,4,3
10514,AMAZONAS,LUYA,PISUQUIA,X,-6.5114,-78.0747,2.197802197802204,39.79129960620556,69.00409533453286,707.0606533592318,76.4,41.471428,252.7723418134377,AMAZONAS+LUYA+PISUQUIA,-1.4161674555357688,-1.016172661660436,-0.8944207206060898,0.3240357127916503,0.8196538353124615,-1.4429628255200335,-0.4359741465834042,1,4,6,4,8,3,3
10515,AMAZONAS,LUYA,PROVIDENCIA,X,-6.3108,-78.2503,61.904761904761905,25.38069170284308,71.14816419076296,244.20354222500822,75.2,45.266458,286.4583333333333,AMAZONAS+LUYA+PROVIDENCIA,0.5409615649430696,-1.9326491187430146,-0.48431302151136485,-0.9440439646177735,0.7540523567164773,-1.2184087884847898,-0.7800115891238616,7,2,6,1,8,4,3
10516,AMAZONAS,LUYA,SAN CRISTOBAL,X,-6.0997,-77.9525,75.0,44.84576764129042,72.91744565277612,434.23264720392643,73.3,47.24359,248.17518248175182,AMAZONAS+LUYA+SAN CRISTOBAL,0.9702091875327534,-0.6947218950934794,-0.14589294356993898,-0.42342531073219275,0.6501833489395022,-1.1014207877702855,-0.3890230292772658,8,5,7,2,8,4,3
10517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,X,-6.5861,-77.8469,37.93103448275862,29.83946186685605,69.91274162261908,686.879130958898,67.9,50.903938999999994,207.06455542021925,AMAZONAS+LUYA+SAN FRANCISCO DEL YESO,-0.24487107327754304,-1.6490831574551061,-0.7206190083079048,0.2687448297104029,0.3549766952575745,-0.8848359004550556,0.030842747484290715,4,3,6,4,7,4,2
10518,AMAZONAS,LUYA,SAN JERONIMO,X,-6.0344,-77.9669,74.19354838709677,29.27432054362014,72.20127203901001,282.15466828087295,65.9,52.852422000000004,68.18181818181817,AMAZONAS+LUYA+SAN JERONIMO,0.9437745832090484,-1.685024647303661,-0.28287936172555855,-0.8400700803917849,0.24564089759760108,-0.7695430770137269,1.4492620837326393,8,3,7,2,7,5,1
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,X,-6.4572,-77.8969,79.59183673469389,43.75063290035537,72.87381732333115,586.2059544631312,33.400000000000006,44.353222,296.44268774703556,AMAZONAS+LUYA+SAN JUAN DE LOPECANCHA,1.1207245876616039,-0.7643695611829866,-0.15423797118042518,-0.007067307779936951,-1.5310658143769669,-1.2724454708208761,-0.8819825154027829,8,4,7,3,4,4,3
10520,AMAZONAS,LUYA,SANTA CATALINA,X,-6.1117,-78.0633,16.666666666666657,20.588533129578995,73.3994387619883,367.19059694998225,55.7,39.697034,246.33123689727464,AMAZONAS+LUYA+SANTA CATALINA,-0.9418938585485661,-2.237417698976066,-0.05369950284897175,-0.6070989746207326,-0.3119716704682635,-1.547954705950785,-0.3701906810386035,2,2,7,2,6,3,3
10521,AMAZONAS,LUYA,SANTO TOMAS,X,-6.5617,-77.8739,31.372549019607845,32.032691172350304,69.53135837487527,306.078896397217,45.1,53.020771,200.73508623126943,AMAZONAS+LUYA+SANTO TOMAS,-0.4598510738221827,-1.5095995883407145,-0.7935682542012948,-0.7745253869167279,-0.8914513980661227,-0.759581772997462,0.09548606935649381,4,3,6,2,5,5,2
10522,AMAZONAS,LUYA,TINGO,X,-6.3761,-77.9056,14.285714285714292,38.91863022708683,67.07330590321597,739.1764930183533,73.4,59.9837,190.75568598679385,AMAZONAS+LUYA+TINGO,-1.019938880837599,-1.0716721205411799,-1.263733305326927,0.4120227883166965,0.6556501388225014,-0.3475813891955493,0.19740639835049795,2,4,5,4,8,6,2
10523,AMAZONAS,LUYA,TRITA,X,-6.1519,-77.9806,87.5,33.82002249138724,76.26539778852114,464.23029481109927,84.8,49.941711,246.7343976777939,AMAZONAS+LUYA+TRITA,1.379945554550179,-1.3959300550435456,0.4944880512288181,-0.34124140043743595,1.2788641854843494,-0.9417714666952033,-0.3743081909471524,9,3,8,3,9,4,3
10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,X,-6.3956,-77.4831,81.08108108108108,51.89732464509744,73.63757229637942,973.5581051719766,82.9,79.178646,283.5538752362949,AMAZONAS+RODRIGUEZ DE MENDOZA+SAN NICOLAS,1.1695403931087982,-0.24626156482129427,-0.008150407920113567,1.0541530526700909,1.174995177707375,0.7881942476172048,-0.7503481506859327,9,6,7,5,9,8,3
10602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,X,-6.5283,-77.4869,0.0,26.606469696809526,67.85945076016495,304.042809726535,29.0,61.550835,283.7902837902838,AMAZONAS+RODRIGUEZ DE MENDOZA+CHIRIMOTO,-1.4882090145717999,-1.8546928881236224,-1.1133631073262065,-0.7801036097989672,-1.7716045692289089,-0.2548531391344887,-0.7527626081692753,1,2,6,2,3,6,3
10603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,X,-6.3933,-77.5889,33.33333333333334,58.453607667233044,76.1555130827283,548.4807469881807,59.3,66.571429,317.46031746031747,AMAZONAS+RODRIGUEZ DE MENDOZA+COCHAMAL,-0.3955787025253314,0.17070065329272915,0.4734698065360437,-0.1104222477263303,-0.11516723468031166,0.04221820180745963,-1.0966370720468748,4,6,8,3,6,6,3
